GEOID,neighbors
2445,"170314304003,170314304004,170316915002,170316909001,170318342004,170316909002,170318344003,170318439002,170314212001,170318344002,170318418001,170314212002,170314207002,170316905001,170314208002,170314303003,170314304001,170314304002"
2446,"170314304003,170314304004,170314312002,170314308001,170314308002,170314309001,170318342004,170318342002"
2447,"170314313022,170314313012,170314309002,170314312001,170314313023,170314308002,170314313021,170318342002,170318342001"
2448,"170314313012,170314313013,170314605007,170314604001,170314312002,170314313023,170314605001,170318342002,170318342001"
2449,"170314312001,170314313022,170314313012,170314313011,170314314002,170314314003,170314312002"
2450,"170318009004,170318010004,170318014001,170318008001,170318009001,170318007001,170318009003,170318007003,170318022001,170318019021"
2451,"170318005004,170318018001,170318007004,170318007001,170318007003,170318003003,170318005003,170318019021"
2452,"170318010004,170318007004,170318009002,170318009003,170318007003"
2453,"170318010003,170318010004,170318069001,170318068011,170318009001,170318009003,170318009004"
2454,"170318007004,170318009001,170318009002,170318009004"
2455,"170318014001,170318014002,170318069001,170318007004,170318009002,170318009003"
2456,"170312522021,170312522023,170312522013,170312522012,170318314001,170312522022"
2457,"170312819003,170312819001,170318391001,170318419001,170318390001,170313204001,170318390004"
2458,"170315401021,170315401023,170315401012,170315502002,170315401011,170318388002"
2459,"170316501003,170316503011,170316502003,170316502002,170316503014,170316503021,170316503022"
2460,"170316503012,170316504005,170316505001,170316503011,170316505002,170316503013,170316503021,170316503022"
2461,"170314909022,170314909023,170314914003,170314910002,170314913001,170314910001,170314909013"
2462,"170317003013,170317003012,170317003022,170318211022,170318211023,170318211024,170317003021,170317003024"
2463,"170318220001,170318220002,170317003012,170317003022,170317003013,170318216002,170317004013,170317004022,170317004021,170317003023"
2464,"170318089003,170318011003,170318069001,170318010004,170318010002,170318011004,170318068011,170318009002"
2465,"170318010003,170318010002,170318007004,170318009001,170318009002,170318007002,170318007003,170318010001"
2466,"170318011004,170318012002,170318011002,170318006001,170318006002,170318007002,170318013004"
2467,"170318011003,170318011004,170318011001,170318088001,170318089001,170318013004"
2468,"170311510023,170311510022,170311508001,170311508003,170311502005,170311611002,170311601002,170311602004,170311612001,170311502003,170311502001,170311508002,170311502002"
2469,"170311510023,170318317001,170311510021,170311508003,170311510024,170311612001,170311611002,170311612002"
2470,"170311907011,170311907021,170311907023,170311904022,170311913022,170311913021,170311906023,170311903004,170311912002"
2471,"170312207013,170312207023,170312104002,170312001001,170312105021,170312002002,170312003001,170312209021,170312105023,170312002001"
2472,"170318421004,170312510001,170312517001,170312306005,170312306006,170318421005,170318421003,170318421006,170318421002,170318313001"
2473,"170318366001,170312315005,170318371001,170318367002,170318368001,170318368002,170312315001"
2474,"170318371002,170318371001,170318367001,170318366001,170312428001,170318368002,170312426004,170312427001"
2475,"170312427001,170312409001,170318366002,170312311001,170318367002,170318367001,170312315001"
2476,"170312831002,170318381001,170312831001,170318329001,170312828001,170318382001,170318429001"
2477,"170310209012,170310401001,170310209021"
2478,"170318419001,170313301021,170313302002,170318390003,170313206001,170313206002,170318390001,170318419002"
2479,"170310306041,170310307022,170310313001,170310306042,170310313005,170310307062,170319900000,170310307033,170310313003,170310312004,170310307021,170310307032"
2480,"170316406001,170316401001,170316403001,170316203005,170316203006,170316403004,170316502005,170318352001,170315611001,170315607001,170315608001,170316202002,170316407001,170316407002,170316407003,170316407004,170316408001"
2481,"170313009001,170318407002,170318407001,170313012002,170313011002,170313012003,170318417001"
2482,"170313011001,170318435001,170313009002,170313009003,170313011002,170318417001"
2483,"170310106002,170310107024,170310102012,170310107012,170310102021,170310103004"
2484,"170313011001,170318435001,170313012003,170313012001,170313011002"
2485,"170318061031,170318061033,170318061042,170318027022,170318027023"
2486,"170318061042,170318060021,170318020041,170318060012,170318060014,170318061041,170318020044,170318060022"
2487,"170317608021,170311706001,170318111004,170318108002,170318108001,170318108003,170311706002,170318108004,170318115001,170311707003,170318107023,170318112001"
2488,"170318045121,170318044043,170318044052,170318043141,170318044042,170318044062"
2489,"170318044052,170318044061,170318044062"
2490,"170318044051,170318044063,170318044041,170318044044,170318044042,170318044062"
2491,"170318045053,170318045133,170318045061,170318045141,170318045143"
2492,"170318045101,170318048042,170318045112,170318045104,170318045111,170318048043"
2493,"170318047133,170318047134,170318047141,170318046031,170318047091,170318047131"
2494,"170318046031,170318047132,170318047091"
2495,"170318236023,170318244001,170318236053,170318245035,170318236032,170318245031,170318232002,170318236022"
2496,"170318236024,170318236022,170318236052,170318236053,170318236021"
2497,"170318302012,170318302022,170318304004,170318302011"
2498,"170318293011,170318298005,170318299023,170318298003,170318300051,170318300052,170318288012"
2499,"170318298004,170318298001,170318298002,170318298003,170318299021,170318299023"
2500,"170318303004,170318294023,170318294022,170318303002,170318294021"
2501,"170318030073,170318030103,170318030104,170318030132,170318030052,170318030121"
2502,"170316915003,170316915001,170318418002,170318342004,170314401011,170318343002,170314401014,170318418001"
2503,"170314401012,170314402014,170314403002,170314402023,170314401024,170314401023,170314402022,170314402013,170314402012"
2504,"170314402014,170314402021,170316913002,170314406001,170314407002,170314402023,170314403003,170314403004,170316914005"
2505,"170314402014,170316913001,170314403002,170318424002,170316912002,170314403004,170314403005,170316914005"
2506,"170315001001,170314905001,170315001003,170314408002,170314902003,170314409002,170314701002"
2507,"170314503004,170314605004,170314605005,170314605006,170314503002,170314605007,170314503003,170318343003,170318343004,170318342003,170318343002,170318343006"
2508,"170314601002,170314313011,170314602002,170314314003,170314603021,170314603022,170314601003,170314601004,170314602001,170314608003,170319900000,170318339001,170315201001"
2509,"170317001002,170317005015,170317004023,170317005014,170317004013,170317004012,170317004021,170317001001,170317002001,170317004014"
2510,"170313018011,170313018032,170313018012,170318305001,170313018031"
2511,"170313018011,170313018032,170313017022,170313017013,170313018012,170313018023,170313018033"
2512,"170317005014,170317005022,170317005021,170317005012,170317005011,170317005013"
2513,"170310307011,170310307061,170310307062,170310308003,170310307031,170310308001,170310307021,170310308002,170310307032"
2514,"170315805011,170315805023,170315804001,170315805014,170315805012"
2515,"170310815002,170310815003,170310814023,170310813004,170313201021,170313201013,170310814012,170319900000,170310813002,170310814033,170310812021,170313201012,170313201011,170310814021,170313201014,170313204001"
2516,"170311005005,170317608012,170318104002,170311004003,170311005004,170318104004,170318057021,170318057022"
2517,"170318007004,170318008001,170318006002,170318007002,170318007003,170318005001,170318005002,170318005003"
2518,"170318010004,170318011001,170318011004,170318006002,170318007001,170318007003,170318010001"
2519,"170318010004,170318007004,170318008001,170318009001,170318007001,170318007002,170318010001"
2520,"170318049022,170318049016,170318049012,170318049013,170318049015,170318049021"
2521,"170318331002,170312435001,170312434003,170312434002,170318331003,170312804001,170312433002,170312432002,170318381002,170318330001"
2522,"170318331004,170312435002,170312435001,170318331003,170312819003,170318423002,170312801003,170318330002"
2523,"170312502001,170318312002,170318421001,170312510001,170312306006,170311910002,170311911002,170312502002,170312305002,170312508001,170312508002,170312511001"
2524,"170312610001,170318430001,170312609001,170312609002,170312610002,170318133022,170312909001,170312909004,170318314001,170318387001,170318387003"
2525,"170318371002,170312808001,170312809001,170312428001,170312429002,170312430002,170318374002,170318378002,170318380001,170318374001"
2526,"170318371002,170318370001,170318370002,170318374002,170318378001"
2527,"170318010002,170318010004,170318011004,170318007002,170318007003"
2528,"170318010003,170318010004,170318011004,170318011003,170318010001"
2529,"170313018033,170313018012,170313018031"
2530,"170310814031,170310814033,170310814022,170310814023,170310814032,170310814012"
2531,"170313515002,170313406001,170313514001,170313806004,170313806003"
2532,"170313510003,170319900000,170313501002,170318392002,170318410001,170318395001,170313510001"
2533,"170313510003,170313511001,170318396001,170313602001,170318395001,170313511002,170313510001"
2534,"170314108001,170313907001,170314102001,170313906002,170313907002,170314101002,170314109002,170314107001"
2535,"170310206022,170310206023,170310206013,170310203023,170310206011,170310203022,170310206021"
2536,"170314110001,170314110002,170314110003,170319900000,170314101002,170314109002,170314109001"
2537,"170314302002,170314301023,170314302001,170314301022,170314301012,170318439004,170314301013"
2538,"170314302002,170314301022,170314301023,170314301011,170314305001,170314306001"
2539,"170318439003,170314301011,170314301023,170314301021,170314301013,170314301014,170318439005"
2540,"170318102002,170310102014,170310101002,170310103002,170310102022,170310103004,170310102012"
2541,"170318137023,170318133021,170318133022,170318137011,170318133011,170318133013"
2542,"170318133022,170318133021,170318133011,170318314001,170318133012"
2543,"170318138012,170318137022,170318137024,170318137012,170318137011"
2544,"170318138012,170318138013,170318138024,170318137012,170318138011,170318137021"
2545,"170318159001,170318128012,170318123012,170318128021,170318129004"
2546,"170318138012,170318137024,170318133021,170318137011,170318133012"
2547,"170318138012,170318137023,170318137012,170318137011,170318137021"
2548,"170318026055,170318025056,170318025061,170318016032,170318025054,170318026091,170318026092,170318025052,170318025055"
2549,"170318026055,170318024024,170318024021,170318025054,170318025062,170318025051,170318026091,170318025043,170318025053,170318024043"
2550,"170318046073,170318046074,170318046064,170318046072,170318048033,170318046061,170318046063"
